textid	text	daily_dose	dose_number	dose_unit	dose_frequency	dose_interval	choice_of_dose	dose_max_average	change_dose	dose_duration
15383	"TAKE TAKE ONE CAPSULE EVERY MORNING BEFORE MEALS."	1	1	"CAP"	1	1	0	0	0	0
15384	"1 WHEN REQUIRED THREE TIMES A DAY WITH MEALS"	3	1	""	3	1	2	1	0	0
15385	"ONE PUFF TO EACH NOSTRIL DAILY"	2	1	"PUFF"	1	1	0	0	0	0
15386	"1-2X5ML SPOON AT NIGHT"	7.5	7.5	"ML"	1	1	1	2	0	0
15387	"80MG DAILY"	80	80	"MG"	1	1	0	0	0	0
15388	"USE TWICE DAILY ON AFFECTED AREAS."	2	0	""	2	1	0	0	0	0
15389	"TAKE ONE 3 TIMES/DAY/PRN"	3	1	""	3	1	2	0	0	0
15390	"CHEW ONE TABLET IN THE MORNING AND ONE IN THE EVENING (CALCIUM AND VITAMIN D)"	2	1	"TAB"	2	1	0	0	0	0
15391	"1BD WITH MEALS"	2	1	""	2	1	0	0	0	0
15392	"TWO TABLETS UP TO FOUR TIMES A DAY FOR FOR FOR PAIN"	8	2	"TAB"	4	1	0	1	0	0
15393	"2.5MG EVERY DAY"	2.5	2.5	"MG"	1	1	0	0	0	0
15394	"ONE DROP TO LEFT EYE TWICE A DAY"	2	1	"DROPS"	2	1	0	0	0	0
15395	"TAKE 1-2 TABLETS UP TO FOUR TIMES A DAY WHEN REQUIRED FOR FOR FOR PAIN TO A MAX 8 TABLETS DAILY"	6	1.5	"TAB"	4	1	2	2	0	0
15396	"TAKE AS INSTRUCTED IN YELLOW ANTICOAGULANT BOOKLET."	0	0	""	0	0	0	0	0	0
15397	"AS DIRECTED BY HOSPITAL."	0	0	""	0	0	0	0	0	0
15398	"TWO CAPSULES EVERY MORNING FOR STOMACH ACID"	2	2	"CAP"	1	1	0	0	0	0
15399	"TAKE ONE OR TWO TABLETS AT NIGHT"	1.5	1.5	"TAB"	1	1	1	2	0	0
15400	"TAKE ONE EACH MORNING WITH OR AFTER FOOD"	1	1	""	1	1	0	0	0	0
15401	"7.5ML AT NIGHT"	7.5	7.5	"ML"	1	1	0	0	0	0
15402	"TAKE ONE EVERY DAY FOR 21 DAYS THEN STOP FOR 7 DAYS"	0.75	0.75	""	1	1	0	0	0	28
15403	"THREE TIMES A DAY WHEN REQUIRED WITH FOOD"	3	0	""	3	1	2	0	0	0
15404	"TO AFFECTED AREAS THREE TIMES A DAY FOR JOINT PAINS"	3	0	""	3	1	0	1	0	0
15405	"1X5ML SPOON 3 TIMES/DAY 7 DAYS"	15	5	"ML"	3	1	0	0	0	0
15406	"1 DAILY TO REDUCE CHOLESTEROL: PROTECTS AGAINST HEART ATTACK AND STROKE"	1	1	""	1	1	0	0	0	0
15407	"2 PUFFS QDS WHEN REQUIRED"	8	2	"PUFF"	4	1	2	0	0	0
15408	"3X5ML SPOON DAILY"	15	15	"ML"	1	1	0	0	0	0
15409	"102 FOUR TIMES A DAY WHEN REQUIRED"	6	1.5	""	4	1	2	2	0	0
15410	"1 DAILY AS DIRECTED BY HOSPITAL"	1	1	""	1	1	0	0	0	0
15411	"1OD."	1	1	""	1	1	0	0	0	0
15412	"ONE TABLET(S) AT THE START OF THE ATTACK. A SECOND TABLET MAY BE TAKEN AFTER 4 HOURS. MAXIMUM 2 TABS IN 24 HOURS"	2	2	"TAB"	1	1	0	1	0	0
15413	"TAKE TWO TWICE A DAY WHEN REQUIRED"	4	2	""	2	1	2	0	0	0
15414	"ONE WHEN REQUIRED FOR LOOSE MOTIONS"	0	1	""	1	0	2	0	0	0
15415	"2 EVERY MORNING TO IMPROVE MOOD"	2	2	""	1	1	0	0	0	0
15416	"ONE TABLET(S) THREE TIMES A DAY 20MINS BEFORE FOOD"	3	1	"TAB"	3	1	0	0	0	0
15417	"ONE THREE TIMES EACH DAY WHEN NECCESSARY"	3	1	""	3	1	0	0	0	0
15418	"TAKE ONE TWICE A DAY FOR EPILEPSY"	2	1	""	2	1	0	0	0	0
15419	"2 TABS QID DISPENSE WEEKLY"	8	2	"TAB"	4	1	0	0	0	7
15420	"TAKE ONE AS DIRECTED."	0	1	""	1	0	0	0	0	0
15421	"1 TABLET(S) EVERY DAY- FOR HIGH BLOOD PRESSURE"	1	1	"TAB"	1	1	0	0	0	0
15422	"1 O2 NO MORE THAN 4 HOURLY (MAXIMUM 400MG IN 24 HOURS)"	6	1	"MG"	1	0.1666667	0	2	0	0
15423	"1 AS DIRECTED."	0	1	""	1	0	0	0	0	0
15424	"ONE TABLET TWICE A DAY TO HELP REDUCE YOUR STOMACH ACID"	2	1	"TAB"	2	1	0	0	0	0
15425	"1 CAP BD PRN"	2	1	"CAP"	2	1	2	0	0	0
15426	"2 SPRAYS TWICE DAILY"	4	2	"SPRAY"	2	1	0	0	0	0
15427	"TWO PUFFS INHALED TWICE A DAY"	4	2	"PUFF"	2	1	0	0	0	0
15428	"HALF TABLET WHEN REQUIRED"	0	0.5	"TAB"	1	0	2	0	0	0
15429	"10-15 MLS FOUR TIMES A DAY WHEN REQUIRED FOR INDIGESTION"	50	12.5	"ML"	4	1	2	2	0	0
15430	"TAKE 1 OR 2 EVERY FOUR HOURS WHEN NEEDED FOR FOR PAIN. MAXIMUM 8 IN 24 HOURS"	8	8	""	1	1	2	1	0	0
15431	"TAKE ONE/TWO AT NIGHT"	0.5	0.5	""	1	1	0	0	0	0
15432	"TO BE APPLIED TO EACH EYE"	0	0	""	0	0	0	0	0	0
15433	"1 METERED DOSE 3 TIMES DAILY UNTIL 2 DAYS AFTER CLINICAL CURE"	3	1	""	3	1	0	0	0	0
15434	"1 TO 3 SACHETS DAILY FOR CONSTIPATION AS NEEDED. DISSOLVE EACH SACHET IN A HALF GLASS OF WATER (120MLS). LONG TERM USE NO MORE THAN 1 OR 2 SACHETS / DAY"	1.5	1.5	"SACHET"	1	1	2	1	0	0
15435	"TYPHIM VI"	0	0	""	0	0	0	0	0	0
15436	"2-3 DROPS TWICE A DAY"	5	2.5	"DROPS"	2	1	1	2	0	0
15437	"TAKE ONE 2XDAILY"	2	1	""	2	1	0	0	0	0
15438	"APPLY BD TO AFFECTED AREAS ONLY FOR 2WEEKS"	2	0	""	2	1	0	0	0	14
15439	"DAILY BOTH EYES"	2	0	""	1	1	0	0	0	0
15440	"1 DROPS FOUR TIMES A DAY TO RIGHT EYE"	4	1	"DROPS"	4	1	0	0	0	0
15441	"(BROWN TABLETS) ONE DAILY"	1	1	""	1	1	0	0	0	0
15442	"1  2 OR 3 CAPFULS TO BATH AND SOAK FOR 20 MINUTES"	0	1	""	1	0	1	2	0	0
15443	"2 TABLETS IMMEDIATELY"	2	2	"TAB"	1	1	0	0	0	1
15444	"TAKE ONE EVERY DAY FOR MOOD"	1	1	""	1	1	0	0	0	0
15445	"1MG TWICE A DAY"	2	1	"MG"	2	1	0	0	0	0
15446	"EVERY DAY TO THIN BLOOD"	1	0	""	1	1	0	0	0	0
15447	"2.5-5ML EVERY 4-6 HRS MAX 4 DOSES IN 24 HRS"	4	4	"ML"	1	1	1	1	0	0
15448	"TWO EVERY MORNING TWO AT NIGHT"	4	2	""	2	1	0	0	0	0
15449	"ONE INHALATION TWICE DAILY"	2	1	""	2	1	0	0	0	0
15450	"TAKE ONE MANE 2 NOCTE"	3	1	""	3	1	0	0	0	0
15451	"ONE  THREE TIMES A DAY  REGULARLY  WITH OR AFTER FOOD  TO LOWER SUGAR  ALONG WITH DIET  TO TRY TO PREVENT COMPLICATIONS OF DIABETES- ALONG WITH NOT SMOKING!!"	3	1	""	3	1	0	0	0	0
15452	"TAKE ONE ONCE A DAY/WITH MEALS"	1	1	""	1	1	0	0	0	0
15453	"TAKE ONE 4 TIMES/DAY WHEN REQUIRED FOR FOR PAIN"	4	1	""	4	1	2	0	0	0
15454	"1 EVERY MORNING TO LOWER BLOOD PRESSUE"	1	1	""	1	1	0	0	0	0
15455	"FOUR TIMES A DAY FOR ALLERGIES"	4	0	""	4	1	0	0	0	0
15456	"1/2NOC"	0.5	0.5	""	1	1	0	0	0	0
15457	"971790"	0	971790	""	1	0	0	0	0	0
15458	"1 AT NIGHT WHEN REQUIRED SPARINGLY"	1	1	""	1	1	2	0	0	0
15459	"5 A WEEK"	0.7142857	5	""	1	7	0	0	0	0
15460	"~~~~~-~"	0	0	""	0	0	0	0	0	0
15461	"1 EVERY DAY AS DIRECTED (FOR BLOOD PRESSURE AND HEART)"	1	1	""	1	1	0	0	0	0
15462	"~~~~~~~~~"	0	0	""	0	0	0	0	0	0
15463	"TAKE ONE TABLET ONCE DAILY."	1	1	"TAB"	1	1	0	0	0	0
15464	"1-3 DAILY WHEN REQUIRED"	2	2	""	1	1	2	2	0	0
15465	"2 PRN/QDS"	8	2	""	4	1	2	0	0	0
15466	"OD/BD PRN"	1.5	0	""	1.5	1	2	2	0	0
15467	"1OML BD"	2	1	""	2	1	0	0	0	0
15468	"1 PACK"	0	1	""	1	0	0	0	0	0
15469	"INSERT 1 AT NIGHT"	1	1	""	1	1	0	0	0	0
15470	"2 CAPS EVERY 4 TO 6 HOURS"	9.6	2	"CAP"	1	0.2083333	1	2	0	0
15471	"1-3 TWICE A DAY"	4	2	""	2	1	1	2	0	0
15472	"LINK"	0	0	""	0	0	0	0	0	0
15473	"ONE OR TWO DISSOLVED IN WATER FOUR TIMES A DAY WHEN REQUIRED"	6	1.5	""	4	1	2	2	0	0
15474	"AS DIRR"	0	0	""	0	0	0	0	0	0
15475	"AS BATH ADDITIVE"	0	0	""	0	0	0	0	0	0
15476	"TAKE TWO 3 TIMES/DAY WITH FOOD"	6	2	""	3	1	0	0	0	0
15477	"SPRAY UNDER THE TONGUE WHEN REQUIRED"	0	0	""	0	0	2	0	0	0
15478	"AS PER MIMS"	0	0	""	0	0	0	0	0	0
15479	"1-2TABS 4-6HRLY PRN FOR PAIN/MAX.8"	7.2	1.5	"TAB"	1	0.2083333	2	2	0	0
15480	"TWO IMMEDIATELY .1 EVERY DAY"	0.1	0.1	""	1	1	0	0	0	0
15481	"1 TWICE A DAY PC"	2	1	""	2	1	0	0	0	0
15482	"10MLSTDS"	30	10	"ML"	3	1	0	0	0	0
15483	"TAKE TWO TABLETS IMMEDIATELY"	2	2	"TAB"	1	1	0	0	0	1
15484	"2 DAILY DISPENSE WEEKLY"	2	2	""	1	1	0	0	0	7
15485	"ONE TO TWO TO BE TAKEN TWICE DAILY IF REQUIRED."	3	1.5	""	2	1	2	2	0	0
15486	"ONE DROP TO EACH EYE 4 TIMES/DAY"	8	1	"DROPS"	4	1	0	0	0	0
15487	"TWICE DAILY AS REQUIRED"	2	0	""	2	1	2	0	0	0
15488	"TAKE ONE DAILY AS ADVISED BY HOSPITAL"	1	1	""	1	1	0	0	0	0
15489	"1 TWICE A DAY. DISPENSE WEEKLY"	2	1	""	2	1	0	0	0	7
15490	"TAKE ONE AT NIGHTFOR CHOLESTEROL"	1	1	""	1	1	0	0	0	0
15491	"INHALE 2 TWICE A DAY"	4	2	""	2	1	0	0	0	0
15492	"ENSURE MONITORING ARRANGEMENTS IN PLACE"	0	0	""	0	0	0	0	0	0
15493	"10ML DAILY WHEN REQUIRED"	10	10	"ML"	1	1	2	0	0	0
15494	"HALF ONE 5ML SPOONSFUL TO BE TAKEN THREE TIMES A DAY"	15	5	"ML"	3	1	0	0	0	0
15495	"1-2 TABS TO BE TAKEN UP TO QDS PRN"	6	1.5	"TAB"	4	1	2	1	0	0
15496	"TAKE ONE TABLET THREE TIMES DAILY WITH MEALS WHEN REQUIRED"	3	1	"TAB"	3	1	2	0	0	0
15497	"1-2PUFF PRN"	0	1.5	"PUFF"	1	0	2	2	0	0
15498	"ONE PUFF"	0	1	"PUFF"	1	0	0	0	0	0
15499	"THREE TIMES A DAY TO BE APPLIED TO THE AFFECTED PART WHEN REQUIRED"	3	0	""	3	1	2	0	0	0
15500	"TWO TABLETS UP TO 4 TIMES A DAY AS REQUIRED"	8	2	"TAB"	4	1	2	1	0	0
15501	"TWO PUFFS 2 TIMES/DAY"	4	2	"PUFF"	2	1	0	0	0	0
15502	"ONE FOUR TIMES A DAY . INFECTION. COMPLETE THE COURSE"	4	1	""	4	1	0	0	0	0
15503	"ONE TO TWO PUFF WHEN REQUIRED"	0	1.5	"PUFF"	1	0	2	2	0	0
15504	"ONE OR TWO 6-8 HOURLY WITH FOOD AS REQUIRED"	1.5	0	""	0	1	2	2	0	0
15505	"ONE TWICE DAILY ANTIBIOTIC"	2	1	""	2	1	0	0	0	0
15506	"TAKE ONE IN THE AFTERNOON"	1	1	""	1	1	0	0	0	0
15507	"2 PUFFS EACH NOSTRIL TWICE DAILY"	8	2	"PUFF"	2	1	0	0	0	0
15508	"TDS WITH FOOD"	3	0	""	3	1	0	0	0	0
15509	"1-2 PUFFS TO BE SPRAYED UNDER THE TONGUE WHEN REQUIRED TO RELIEVE CHEST FOR PAIN"	0	1.5	"PUFF"	1	0	2	2	0	0
15510	"1 OD-CONSTIPATION"	1	1	""	1	1	0	0	0	0
15511	"EVERY 4 HOURS"	6	0	""	1	0.1666667	0	0	0	0
15512	"1 OR 2 SPRAYS WHEN REQUIRED"	0	1.5	"SPRAY"	1	0	2	2	0	0
15513	"DAILY WITH FOOD"	1	0	""	1	1	0	0	0	0
15514	"1-2 TABS 4HRLY WHEN REQUIRED (MAX 8 TABS IN 24HRS)"	8	8	"TAB"	1	1	2	1	0	0
15515	"N-09"	0	0	""	0	0	0	0	0	0
15516	"~~~~~"	0	0	""	0	0	0	0	0	0
15517	"INSTIL TWICE DAILY"	2	0	""	2	1	0	0	0	0
15518	"TWO TO FOUR TIMES A DAY FOR PAIN"	3	0	""	3	1	1	2	0	0
15519	"APPLY THREE TIMES A DAY TO AFFECTED EAR"	3	0	""	3	1	0	0	0	0
15520	"TAKE ONE AT NIGHT. HAVE YOU HAD YOU CHOLESTEROL CHECKED IN THE LAST 12 MONTHS? IF NOT PLEASE MAKE APPOINTMENT WITH THE PRACTICE NURSE."	1	1	""	1	1	0	0	0	0
15521	"TAKE ONE DAILY TO REDUCE YOUR RISK EVERY FORTNIGHT HEART ATTACK AND STROKE"	7.142857E-02	1	""	1	14	0	0	2	0
15522	"TAKE ONE ONCE DAILY-BLOOD PRESSURE"	1	1	""	1	1	0	0	0	0
15523	"PERSONALLY ADMINISTERED 2001 / 2002"	0	2001	""	1	0	0	0	0	0
15524	"1 AT NIGHT FOR 1 WEEK THEN 2 AT NIGHT"	2	2	""	7	7	0	0	2	0
15525	"2 PUFF FOUR TIMES A DAY. AS REQUIRED. OPEN AIRWAYS"	8	2	"PUFF"	4	1	2	0	0	0
15526	"TAKE ONE EVERY 8 HRS AS NEEDED"	3	1	""	1	0.3333333	2	0	0	0
15527	"~~ ~~~~~~"	0	0	""	0	0	0	0	0	0
15528	"CHIRON"	0	0	""	0	0	0	0	0	0
15529	"1 OD1 EVERY DAY"	2	1	""	2	1	0	0	0	0
15530	"USE TWICE A DAY IN BOTH EYES"	4	0	""	2	1	0	0	0	0
15531	"TAKE 2 UP TO FOUR TIMES A DAY WHEN REQUIRED FOR FOR FOR FOR PAIN"	8	2	""	4	1	2	1	0	0
15532	"1OMLQDSPRN"	4	1	""	4	1	2	0	0	0
15533	"TWO PUFFS TO BE INHALED FOUR TIMES DAILY WHEN REQUIRED."	8	2	"PUFF"	4	1	2	0	0	0
15534	"TWO OR THREE TIMES A DAY TO AFFECTED AREAS - AVOID PROLONGED USE ON FACE"	3.5	0	""	3.5	1	1	2	0	0
15535	"1 OR 2 4/6 HRLY WHEN REQUIRED"	16	4	""	1	0.25	2	2	0	0
15536	"TAKE ONE EACH MORNING (DISPENSE WEEKLY)"	1	1	""	1	1	0	0	0	7
15537	"2.5MLS 3 TIMES/DAY"	7.5	2.5	"ML"	3	1	0	0	0	0
15538	"5 OR 10 MLS AFTER FOOD AS REQUIRED"	22.5	7.5	"ML"	3	1	2	2	0	0
15539	"FOUR TO BE TAKEN AT BEDTIME"	4	4	""	1	1	0	0	0	0
15540	"APPLY DAILY AS NECESSARY"	1	0	""	1	1	0	0	0	0
15541	"2 TWICE A DAY FOR ACNE"	4	2	""	2	1	0	0	0	0
15542	"TAKE ONE TABLET ONCE ON THE SAME DAY EACH WEEK"	0.1428571	1	"TAB"	1	7	0	0	0	0
15543	"ONE-TWO PUFF(S) WHEN REQUIRED"	0	1.5	"PUFF"	1	0	2	2	0	0
15544	"INHALE 1 OR 2 PUFFS FOUR TIMES A DAY"	6	1.5	"PUFF"	4	1	1	2	0	0
15545	"WEEKLY 1 DAILY"	1	1	""	1	1	0	0	0	0
15546	"TAKE ONE EACH MORNING TO TREAT OEDEMA/ HYPERTENSION OR HEART FAILURE"	1	1	""	1	1	0	0	0	0
15547	"1-2 6HRLY WHEN REQUIRED-MODERATE PAIN"	6	1.5	""	1	0.25	2	2	0	0
15548	"TAKE ONEOR TWO DAILY"	1.5	1.5	""	1	1	1	2	0	0
15549	"CONTRACEPTIVE - TAKE DAILY FOR 21 DAYS THEN STOP FOR 7 DAYS BEFORE RESTARTING NEXT PACKET"	0.75	0.75	""	1	1	0	0	0	28
15550	"BOOTS"	0	0	""	0	0	0	0	0	0
15551	"P-2001"	0	0	""	0	0	0	0	0	0
15552	"EIGHT IMMEDIATELY AND EIGHT EVERY MORNING"	16	8	""	2	1	0	0	0	1
15553	"TAKE ONE MORNING AND TWO AT NIGHT"	3	1	""	3	1	0	0	0	0
15554	"AS DIRECTED BD"	2	0	""	2	1	0	0	0	0
15555	"TO WASH WITH"	0	0	""	0	0	0	0	0	0
15556	"ONE TABLET THREE TIMES A DAY WITH FOOD  NO ALCOHOL WHILE TAKING THEM AND STOP IF ANY INDIGESTION/STOMACH/BREATHING PROBS"	3	1	"TAB"	3	1	0	0	0	0
15557	"1 PUFF TO EACH NOSTRIL AT NIGHT"	2	1	"PUFF"	1	1	0	0	0	0
15558	"TWO ONE 5ML SPOONFUL SPOONSFUL TO BE TAKEN TWICE A DAY"	10	5	"ML"	2	1	0	0	0	0
15559	"TWO DROPS 2 TIMES/DAY"	4	2	"DROPS"	2	1	0	0	0	0
15560	"NOVOPEN"	0	0	""	0	0	0	0	0	0
15561	"3 TO BE TAKEN EACH MORNING"	3	3	""	1	1	0	0	0	0
15562	"2 IN THE MORNING AFTER FOOD"	2	2	""	1	1	0	0	0	0
15563	"ONE  TWICE A DAY  TO STOP STOMACH ACID- REMEMBERING NOT TO SMOKE!"	2	1	""	2	1	0	0	0	0
15564	"1 AND 2 ALTERNATE DAYS"	1.5	3	""	1	2	0	0	0	0
15565	"CFC FREE 2 PUFFS 4 HRLY WHEN REQUIRED"	12	2	"PUFF"	1	0.1666667	2	0	0	0
15566	"ONE AND A HALF BD"	3	1.5	""	2	1	0	0	0	0
15567	"TAKE 2 EACH DAY"	2	2	""	1	1	0	0	0	0
15568	"2 MANE  2 NOCTE"	4	2	""	2	1	0	0	0	0
15569	"1 IN THE MORNING AND 1 AT LUNCHTIME"	2	1	""	2	1	0	0	0	0
15570	"APPLY ONE PATCH DAILY DISPENSED WEEKLY"	1.142857	1	""	1.142857	1	0	0	0	0
15571	"1 PER DAY IF REQUIRED FOR HAYFEVER OR ALLERGY"	1	1	""	1	1	2	0	0	0
15572	"2 ADAY"	2	2	""	1	1	0	0	0	0
15573	"TAKE 1 PUFF TWICE A DAY"	2	1	"PUFF"	2	1	0	0	0	0
15574	"2 TABLETS FOUR TIMES PER DAY AS REQUIRED FOR PAIN"	8	2	"TAB"	4	1	2	0	0	0
15575	"TWO TO BE TAKEN 6HRLY WHEN REQUIRED"	8	2	""	1	0.25	2	0	0	0
15576	"TAKE 2 TABLET(S) 3 TIMES/DAY"	6	2	"TAB"	3	1	0	0	0	0
15577	"AVENTIS PASTEUR MSD BATCH NO U5726-1 EXP 30.04.2002"	0	0	""	0	0	1	2	0	0
15578	"APPLY FOUR TIMES A DAY TO LEFT EYE"	4	0	""	4	1	0	0	0	0
15579	"ONE TIMES FIVE EVERY DAY"	5	5	""	1	1	0	0	0	0
15580	"AT LEAST TWICE A DAY"	2	0	""	2	1	0	0	0	0
15581	"1 FOUR TIMES A DAY."	4	1	""	4	1	0	0	0	0
15582	"2 TABLET(S) WHEN REQUIRED FOUR TIMES A DAY"	8	2	"TAB"	4	1	2	1	0	0
15583	"1 THREE TIMES A DAY :[84]"	3	1	""	3	1	0	0	0	0
15584	"1 MANE XXX"	1	1	""	1	1	0	0	0	0
15585	"TWO PUFF TO EACH NOSTRIL TWICE A DAY WHEN REQUIRED"	8	2	"PUFF"	2	1	2	0	0	0
15586	"TAKE ONE TWICE DAILY WHEN REQUIRED FOR PAIN"	2	1	""	2	1	2	0	0	0
15587	"1 TABLET(S) 3 TIMES DAILY"	3	1	"TAB"	3	1	0	0	0	0
15588	"INHALE 2 DOSES AS NEEDED WHEN REQUIRED"	0	0	""	0	0	2	0	0	0
15589	"TAKE 2 PUFFS TWICE A DAY/FOLLOW INSTRUCTIONS CAREFULLY"	4	2	"PUFF"	2	1	0	0	0	0
15590	"TWO IMMEDIATELY WHEN REQUIRED"	2	2	""	1	1	2	0	1	1
15591	"APPLY 2 SPRAYS TO EACH NOSTRIL TWICE DAILY"	8	2	"SPRAY"	2	1	0	0	0	0
15592	"10-20 MLS AFTER MEALS AND AT BEDTIME"	60	15	"ML"	4	1	1	2	0	0
15593	"1 METER"	0	1	""	1	0	0	0	0	0
15594	"APPLY TWICE DAILY OR AS DIRECTED"	2	0	""	2	1	0	0	0	0
15595	"1.5MLS EVERY NIGHT"	1.5	1.5	"ML"	1	1	0	0	0	0
15596	"1 TABLET(S) IN THE EVENING"	1	1	"TAB"	1	1	0	0	0	0
15597	"6 IMMEDIATELY 6 EVERY MORNING"	6	6	""	1	1	0	0	0	0
15598	"ONE IN THE MORNING WITH FOOD"	1	1	""	1	1	0	0	0	0
15599	"2 PUFF(S) AT NIGHT"	2	2	"PUFF"	1	1	0	0	0	0
15600	"1-2 EVERY 4-6HR WHEN REQUIRED"	7.2	1.5	""	1	0.2083333	2	2	0	0
15601	"TAKE 1 DAILY FOR BLOOD PRESSURE"	1	1	""	1	1	0	0	0	0
15602	"2 PUFFS EVERY MORNING"	2	2	"PUFF"	1	1	0	0	0	0
15603	"TAKE TWO EVERY 4 OR 6 HOURS"	9.6	2	""	1	0.2083333	1	2	0	0
15604	"TDA"	0	0	""	0	0	0	0	0	0
15605	"ONE TO BE TAKEN EVERY NIGHT"	1	1	""	1	1	0	0	0	0
15606	"1 DALY"	1	1	""	1	1	0	0	0	0
15607	"AS SHOWN 'ON THE PACK"	0	0	""	0	0	0	0	0	0
15608	"3 TABLET(S) EVERY MORNING"	3	3	"TAB"	1	1	0	0	0	0
15609	"3 EACH WEEK"	0.4285714	3	""	1	7	0	0	0	0
15610	"1 TO BE TAKEN DAILY IN WATER"	1	1	""	1	1	0	0	0	0
15611	"P 31"	0	0	""	0	0	0	0	0	0
15612	"MIXED FLAVO"	0	0	""	0	0	0	0	0	0
15613	"FOUR TWICE DAILY"	8	4	""	2	1	0	0	0	0
15614	"1 TAB BD : QUANTITY: 60"	2	1	"TAB"	2	1	0	0	0	0
15615	"1 AT NIGHT ONLY WHEN REQUIRED FOR SLEEP******NB ONLY LICENSED FOR 4 WEEKS' USE!!!!******"	1	1	""	1	1	2	0	0	28
15616	"APPLY AS SHOWN ON THE PACK"	0	0	""	0	0	0	0	0	0
15617	"ONE WITH MEALS THREE TIMES A DAY WHEN REQUIRED"	3	1	""	3	1	2	0	0	0
15618	"ONE A DAY. STOPS STOMACH ACID. POINTLESS TO TAKE IF A SMOKER. POTENTIALLY HARMFUL IN LONG TERM USE."	1	1	""	1	1	0	0	0	0
15619	"TAKE ONE DAILY PREFERABLY BEFORE BREAKFAST"	1	1	""	1	1	0	0	0	0
15620	"INHALE 1 DOSE AS NEEDED UP TO FOUR TIMES A DAY"	4	0	""	4	1	2	0	0	0
15621	"TAKE ONE OR TWO 3 TIMES/DAY WITH MEALS"	4.5	1.5	""	3	1	1	2	0	0
15622	"THREE TIMES WEEKLY"	0.4285714	0	""	3	7	0	0	0	0
15623	"TAKE ONE TABLET EVERY MORNING."	1	1	"TAB"	1	1	0	0	0	0
15624	"TAKE 2 PUFF(S) EVERY 4 HOURS WHEN REQUIRED FOR WHEEZE"	12	2	"PUFF"	1	0.1666667	2	0	0	0
15625	"TWO PUFF TO BE INHALED TO EACH NOSTRIL TWICE A DAY"	8	2	"PUFF"	2	1	0	0	0	0
15626	"1 FOUR TIMES EVERY DAY"	4	1	""	4	1	0	0	0	0
15627	"ONE  THREE TIMES DAILY  AS NECESSARY  WITH FOOD  TO CONTROL ARTHRITIS. STOP IMMEDIATELY IF INDIGESTION A PROBLEM"	3	1	""	3	1	0	0	1	1
15628	"2 TABS FOUR TIMES A DAY 6 HOURLY"	8	2	"TAB"	4	1	0	0	0	0
15629	"1-2 D"	0	1.5	""	1	0	1	2	0	0
15630	"1 TABLET(S) ONCE WEEKLY"	0.1428571	1	"TAB"	1	7	0	0	0	0
15631	"LEFT EYE"	0	0	""	0	0	0	0	0	0
15632	"SPRAY THREE TIMES A DAY"	3	0	""	3	1	0	0	0	0
15633	"FIVE 5ML SPOONSFUL TO BE TAKEN AT NIGHT"	25	25	"ML"	1	1	0	0	0	0
15634	"ONCE ONLY"	0	1	""	1	0	0	0	0	0
15635	"INJ GIVEN"	0	0	""	0	0	0	0	0	0
15636	"2.5MLS UP TO FOUR TIMES A DAY"	10	2.5	"ML"	4	1	0	1	0	0
15637	"TWICE WEEKLY."	0.2857143	0	""	2	7	0	0	0	0
15638	"ONE PER WEEK SLS"	0.1428571	1	""	1	7	0	0	0	0
15639	"TWO DROPS TO LEFT EYE TWICE A DAY"	4	2	"DROPS"	2	1	0	0	0	0
15640	"~~~~~"	0	0	""	0	0	0	0	0	0
15641	"TAKE ONE TABLET(S) TWICE DAILY FOR INFECTION"	2	1	"TAB"	2	1	0	0	0	0
15642	"UP TO 1 TWICE A DAY"	2	1	""	2	1	0	1	0	0
15643	"TAKE ONE OR TWO FOUR TIMES DAILY IF REQUIRED"	6	1.5	""	4	1	2	2	0	0
15644	"ONE THREE TIMES/DAY"	3	1	""	3	1	0	0	0	0
15645	"21 DAYS PER CYCLE"	0	0	""	0	0	0	0	0	0
15646	"TAKE ONE AND A HALF TABLETS TWICE DAILY"	3	1.5	"TAB"	2	1	0	0	0	0
15647	"AO OR AS DIRECTED"	0	0	""	0	0	0	0	0	0
15648	"1 X 3 TIMES A DAY"	3	0	""	3	1	0	0	0	0
15649	"TAKE ONE TWICE A DAY/AS DIRECTED BY YOUR DOCTOR"	2	1	""	2	1	0	0	0	0
15650	"ONE DAILY FOR 21 DAYS. LEAVE A BREAK OF 7 DAYS BEFORE STARTING THE NEXT PACKET. FOR CONTRACEPTIVE USE"	1	1	""	1	1	0	0	0	21
15651	"ONE DROP EVERY TWO HOURS"	12	1	"DROPS"	1	8.333334E-02	0	0	0	0
15652	"BP"	0	0	""	0	0	0	0	0	0
15653	"1 DROP NOCTE BOTH EYES"	2	1	"DROPS"	1	1	0	0	0	0
15654	"TAKE 1 CAPSULE AS REQUIRED"	0	1	"CAP"	1	0	2	0	0	0
15655	"APPLY AS NEEDED AND USE AS SOAP SUBSTITUTE"	0	0	""	0	0	2	0	0	0
15656	"FOUR 5ML SPOONSFUL TO BE TAKEN IN THE MORNING"	20	20	"ML"	1	1	0	0	0	0
15657	"TWO AT NIGHT DISPENSE WEEKLY"	2	2	""	1	1	0	0	0	7
15658	"EASIBREATHE: TWO PUFFS TO BE INHALED EVERY FOUR HOURS WHEN REQUIRED"	12	2	"PUFF"	1	0.1666667	2	0	0	0
15659	"ONE OR TWO DAILY AFTER FOOD"	1.5	1.5	""	1	1	1	2	0	0
